"date","sensor_type","value","unit","location_id","threshold_exceeded"
"2023-08-17","temperature","39.29","C","105.0","Max"
"2024-01-22","humidity","80.68","%","108.0","Max"
"2023-11-01","co2","760.23","ppm","104.0","Max"
"2024-01-26","co2","797.45","ppm","110.0","Max"
"2023-12-02","temperature","11.1","C","106.0","Min"
"2023-11-30","co2","300.91","ppm","102.0","Min"
"2023-12-07","sound","116.09","dB","109.0","Max"
"2023-10-14","humidity","35.72","%","110.0","Min"
"2023-11-18","voc","453.92","ppb","105.0","Max"
"2023-08-08","temperature","37.09","C","103.0","Max"
"2024-01-25","co2","338.74","ppm","108.0","Min"
"2023-12-20","pressure","955.0","hPa","107.0","Min"
"2023-08-31","light","58.06","lux","103.0","Min"
"2023-08-08","motion","48.0","count","107.0","Max"
"2023-08-23","voc","140.37","ppb","104.0","Min"
"2023-09-16","motion","37.0","count","104.0","Max"
"2023-08-02","light","954.06","lux","107.0","Max"
"2024-01-18","voc","144.69","ppb","103.0","Min"
"2023-09-14","motion","39.0","count","101.0","Max"
"2024-01-25","co2","334.27","ppm","104.0","Min"
"2023-08-18","motion","44.0","count","102.0","Max"
"2023-09-09","motion","49.0","count","104.0","Max"
"2024-01-20","light","923.15","lux","102.0","Max"
"2023-11-29","voc","137.03","ppb","104.0","Min"
"2024-01-16","light","968.34","lux","104.0","Max"
"2023-10-19","sound","109.25","dB","108.0","Max"
"2023-10-06","pressure","1040.01","hPa","103.0","Max"
"2023-10-01","motion","50.0","count","110.0","Max"
"2023-11-03","co2","799.26","ppm","106.0","Max"
"2024-01-31","humidity","87.86","%","108.0","Max"
"2023-10-18","sound","119.18","dB","102.0","Max"
"2023-12-15","light","85.74","lux","108.0","Min"
"2023-09-20","voc","145.07","ppb","109.0","Min"
"2023-11-24","motion","0.0","count","104.0","Min"
"2023-09-09","light","911.74","lux","102.0","Max"
"2023-12-04","motion","42.0","count","107.0","Max"
"2023-10-04","voc","131.34","ppb","101.0","Min"
"2023-12-05","sound","110.07","dB","104.0","Max"
"2023-08-28","co2","314.96","ppm","107.0","Min"
"2024-01-08","motion","41.0","count","104.0","Max"
"2023-10-06","motion","37.0","count","106.0","Max"
"2023-10-03","co2","745.03","ppm","107.0","Max"
"2023-12-16","temperature","12.92","C","101.0","Min"
"2023-12-14","sound","112.31","dB","108.0","Max"
"2023-10-11","temperature","12.11","C","102.0","Min"
"2024-01-26","light","972.44","lux","104.0","Max"
"2023-10-07","voc","489.12","ppb","105.0","Max"
"2023-10-14","voc","137.75","ppb","108.0","Min"
"2023-10-22","sound","20.25","dB","106.0","Min"
"2023-08-19","motion","43.0","count","109.0","Max"
"2023-09-12","motion","32.0","count","104.0","Max"
"2023-12-23","temperature","38.37","C","106.0","Max"
"2023-08-05","voc","473.28","ppb","103.0","Max"
"2023-10-08","temperature","36.65","C","107.0","Max"
"2023-11-07","temperature","12.84","C","103.0","Min"
"2024-01-30","motion","45.0","count","107.0","Max"
"2024-01-14","humidity","34.1","%","104.0","Min"
"2023-09-24","co2","715.85","ppm","107.0","Max"
"2024-01-14","co2","725.52","ppm","104.0","Max"
"2023-09-17","light","976.64","lux","103.0","Max"
"2023-08-08","motion","47.0","count","110.0","Max"
"2023-09-23","pressure","1048.46","hPa","102.0","Max"
"2023-08-26","temperature","36.38","C","106.0","Max"
"2023-08-31","pressure","955.77","hPa","101.0","Min"
"2023-11-16","temperature","39.21","C","107.0","Max"
"2023-11-29","sound","106.22","dB","108.0","Max"
"2023-11-08","motion","39.0","count","109.0","Max"
"2024-01-14","temperature","38.95","C","105.0","Max"
"2023-08-17","motion","38.0","count","106.0","Max"
"2024-01-26","light","920.0","lux","110.0","Max"
"2023-08-02","sound","107.83","dB","101.0","Max"
"2023-08-01","co2","783.34","ppm","110.0","Max"
"2023-10-17","temperature","38.1","C","104.0","Max"
"2023-11-03","humidity","38.05","%","102.0","Min"
"2023-11-26","co2","303.64","ppm","106.0","Min"
"2023-09-22","temperature","36.11","C","101.0","Max"
"2023-08-19","voc","463.27","ppb","108.0","Max"
"2024-01-16","pressure","954.48","hPa","106.0","Min"
"2023-11-18","sound","23.5","dB","105.0","Min"
"2024-01-13","temperature","38.38","C","108.0","Max"
"2023-09-23","voc","455.6","ppb","103.0","Max"
"2023-12-10","sound","102.39","dB","110.0","Max"
"2023-09-23","sound","25.46","dB","110.0","Min"
"2023-12-21","humidity","34.94","%","102.0","Min"
"2023-11-12","humidity","81.38","%","104.0","Max"
"2023-08-18","voc","104.25","ppb","106.0","Min"
"2023-10-13","voc","461.49","ppb","104.0","Max"
"2023-09-15","temperature","38.42","C","110.0","Max"
"2023-11-10","humidity","89.89","%","110.0","Max"
"2023-11-16","voc","127.61","ppb","106.0","Min"
"2023-11-17","sound","25.17","dB","101.0","Min"
"2024-01-09","pressure","953.61","hPa","102.0","Min"
"2023-10-10","co2","739.38","ppm","101.0","Max"
"2023-12-29","voc","460.35","ppb","101.0","Max"
"2023-12-21","sound","25.41","dB","101.0","Min"
"2023-10-19","sound","107.04","dB","110.0","Max"
"2023-10-25","motion","50.0","count","103.0","Max"
"2023-11-28","motion","46.0","count","109.0","Max"
"2023-09-14","temperature","37.43","C","109.0","Max"
"2024-01-25","humidity","89.27","%","103.0","Max"
"2024-01-24","sound","106.55","dB","102.0","Max"
"2023-12-09","motion","39.0","count","105.0","Max"
"2023-11-29","pressure","952.23","hPa","106.0","Min"
"2023-10-06","temperature","37.61","C","104.0","Max"
"2023-12-07","motion","33.0","count","106.0","Max"
"2024-01-05","humidity","89.75","%","109.0","Max"
"2023-11-17","light","27.71","lux","102.0","Min"
"2023-12-18","sound","29.9","dB","109.0","Min"
"2023-11-23","co2","762.52","ppm","109.0","Max"
"2023-12-07","motion","46.0","count","108.0","Max"
"2023-12-23","sound","115.64","dB","106.0","Max"
"2023-10-04","co2","768.5","ppm","105.0","Max"
"2023-10-17","temperature","12.69","C","107.0","Min"
"2023-09-02","temperature","10.77","C","107.0","Min"
"2023-11-03","sound","105.73","dB","108.0","Max"
"2023-09-14","voc","468.45","ppb","105.0","Max"
"2023-08-07","co2","762.71","ppm","110.0","Max"
"2023-11-19","co2","302.36","ppm","106.0","Min"
"2023-12-11","sound","118.36","dB","102.0","Max"
"2023-10-31","humidity","84.7","%","106.0","Max"
"2024-01-02","pressure","1049.53","hPa","110.0","Max"
"2024-01-29","temperature","35.83","C","101.0","Max"
"2023-11-26","motion","42.0","count","101.0","Max"
"2023-08-27","sound","116.24","dB","108.0","Max"
"2023-09-13","sound","107.41","dB","110.0","Max"
"2024-01-18","co2","774.73","ppm","107.0","Max"
"2023-10-31","humidity","85.21","%","108.0","Max"
"2023-11-12","motion","39.0","count","107.0","Max"
"2023-08-16","motion","45.0","count","102.0","Max"
"2023-12-21","humidity","88.44","%","109.0","Max"
"2023-08-16","pressure","1044.28","hPa","104.0","Max"
"2023-08-09","pressure","951.78","hPa","106.0","Min"
"2024-01-15","humidity","80.75","%","108.0","Max"
"2023-08-06","humidity","30.32","%","103.0","Min"
"2023-12-11","motion","1.0","count","101.0","Min"
"2023-12-08","co2","333.65","ppm","108.0","Min"
"2023-12-25","co2","741.26","ppm","101.0","Max"
"2023-08-20","light","993.94","lux","104.0","Max"
"2023-08-19","temperature","12.58","C","105.0","Min"
"2023-12-02","co2","748.6","ppm","109.0","Max"
"2024-01-01","pressure","1040.66","hPa","106.0","Max"
"2023-12-05","co2","321.44","ppm","109.0","Min"
"2023-08-20","temperature","13.5","C","101.0","Min"
"2023-09-01","co2","712.28","ppm","105.0","Max"
"2023-11-23","motion","39.0","count","109.0","Max"
"2023-11-05","light","912.96","lux","102.0","Max"
"2023-12-12","co2","774.59","ppm","103.0","Max"
"2023-11-21","sound","27.9","dB","104.0","Min"
"2023-11-02","co2","745.26","ppm","107.0","Max"
"2023-11-21","pressure","1047.29","hPa","107.0","Max"
"2024-01-21","motion","32.0","count","103.0","Max"
"2023-08-27","voc","133.46","ppb","105.0","Min"
"2023-12-15","humidity","80.32","%","109.0","Max"
"2023-12-27","sound","108.89","dB","101.0","Max"
"2024-01-24","humidity","84.1","%","106.0","Max"
"2023-09-30","motion","49.0","count","101.0","Max"
"2023-11-18","co2","758.68","ppm","106.0","Max"
"2023-11-08","temperature","13.53","C","103.0","Min"
"2023-08-31","humidity","87.86","%","108.0","Max"
"2023-10-11","voc","491.13","ppb","101.0","Max"
"2023-09-04","voc","148.49","ppb","110.0","Min"
"2024-01-06","co2","308.37","ppm","109.0","Min"
"2023-09-30","humidity","37.41","%","110.0","Min"
"2023-08-24","sound","24.6","dB","106.0","Min"
"2023-08-06","motion","34.0","count","108.0","Max"
"2023-12-25","motion","46.0","count","101.0","Max"
"2023-09-24","humidity","38.31","%","109.0","Min"
"2023-09-01","voc","461.63","ppb","101.0","Max"
"2023-11-25","co2","766.53","ppm","104.0","Max"
"2023-10-10","motion","3.0","count","107.0","Min"
"2023-11-23","motion","0.0","count","103.0","Min"
"2023-09-23","temperature","12.02","C","109.0","Min"
"2023-08-11","pressure","950.35","hPa","108.0","Min"
"2023-08-21","voc","124.16","ppb","104.0","Min"
"2023-11-29","motion","31.0","count","110.0","Max"
"2023-08-23","humidity","30.19","%","102.0","Min"
"2024-01-13","sound","104.16","dB","109.0","Max"
"2023-09-21","humidity","88.84","%","107.0","Max"
"2023-10-12","light","943.57","lux","107.0","Max"
"2024-01-30","sound","27.18","dB","110.0","Min"
"2023-09-13","temperature","12.59","C","108.0","Min"
"2023-11-15","sound","20.44","dB","103.0","Min"
"2023-11-06","motion","41.0","count","104.0","Max"
"2023-12-18","motion","3.0","count","103.0","Min"
"2023-08-19","motion","47.0","count","102.0","Max"
"2024-01-20","motion","2.0","count","108.0","Min"
"2023-10-06","motion","43.0","count","102.0","Max"
"2024-01-03","motion","49.0","count","102.0","Max"
"2023-11-07","co2","719.43","ppm","102.0","Max"
"2023-08-31","motion","33.0","count","110.0","Max"
"2023-08-29","co2","341.54","ppm","103.0","Min"
"2023-11-08","light","52.89","lux","108.0","Min"
"2023-09-08","humidity","31.65","%","101.0","Min"
"2023-10-30","voc","133.13","ppb","108.0","Min"
"2023-12-26","light","75.69","lux","101.0","Min"
"2023-11-21","humidity","87.34","%","109.0","Max"
"2024-01-23","pressure","1046.94","hPa","105.0","Max"
"2023-10-28","light","25.67","lux","102.0","Min"
"2023-11-27","humidity","80.07","%","107.0","Max"
"2023-11-25","temperature","11.56","C","106.0","Min"
"2023-12-01","pressure","955.86","hPa","110.0","Min"
"2023-08-16","sound","23.91","dB","105.0","Min"
"2024-01-14","humidity","32.46","%","107.0","Min"
"2023-10-24","co2","792.52","ppm","104.0","Max"
"2023-09-29","humidity","38.86","%","104.0","Min"
"2024-01-29","voc","111.48","ppb","108.0","Min"
"2024-01-05","sound","117.87","dB","106.0","Max"
"2023-12-19","temperature","36.17","C","106.0","Max"
"2024-01-07","temperature","39.31","C","107.0","Max"
"2023-12-11","humidity","39.7","%","104.0","Min"
"2024-01-15","pressure","1045.92","hPa","104.0","Max"
"2023-12-02","light","995.56","lux","108.0","Max"
"2024-01-25","motion","45.0","count","101.0","Max"
"2023-08-17","light","955.62","lux","107.0","Max"
"2023-10-02","humidity","39.68","%","108.0","Min"
"2023-12-18","motion","47.0","count","107.0","Max"
"2024-01-12","co2","335.35","ppm","108.0","Min"
"2023-11-16","voc","453.79","ppb","105.0","Max"
"2023-08-16","voc","463.12","ppb","103.0","Max"
"2023-11-01","pressure","1042.81","hPa","108.0","Max"
"2023-11-30","sound","107.77","dB","107.0","Max"
"2023-08-22","motion","42.0","count","109.0","Max"
"2023-08-16","motion","36.0","count","107.0","Max"
"2023-11-22","co2","705.09","ppm","101.0","Max"
"2023-12-05","humidity","33.92","%","109.0","Min"
"2024-01-02","co2","733.75","ppm","109.0","Max"
"2024-01-04","humidity","35.09","%","107.0","Min"
"2023-10-29","motion","48.0","count","106.0","Max"
"2023-12-31","temperature","11.64","C","101.0","Min"
"2024-01-06","light","56.22","lux","105.0","Min"
"2023-08-05","pressure","950.56","hPa","103.0","Min"
"2023-09-12","voc","468.77","ppb","105.0","Max"
"2023-12-21","sound","24.4","dB","104.0","Min"
"2023-09-14","pressure","959.54","hPa","109.0","Min"
"2023-12-31","motion","3.0","count","107.0","Min"
"2023-10-13","sound","102.08","dB","103.0","Max"
"2024-01-12","voc","142.81","ppb","101.0","Min"
"2023-12-07","motion","2.0","count","110.0","Min"
"2023-11-09","motion","38.0","count","110.0","Max"
"2023-12-02","humidity","39.45","%","103.0","Min"
"2024-01-12","sound","20.68","dB","104.0","Min"
"2023-08-25","co2","348.92","ppm","106.0","Min"
"2023-10-02","voc","148.06","ppb","103.0","Min"
"2023-12-31","sound","25.53","dB","109.0","Min"
"2023-10-02","humidity","32.09","%","103.0","Min"
"2023-10-14","temperature","36.09","C","108.0","Max"
"2023-08-01","humidity","84.2","%","104.0","Max"
"2023-08-06","pressure","1049.62","hPa","105.0","Max"
"2023-09-18","co2","701.93","ppm","106.0","Max"
"2023-08-07","humidity","89.7","%","107.0","Max"
"2024-01-26","co2","764.21","ppm","103.0","Max"
"2023-10-28","light","951.19","lux","102.0","Max"
"2023-10-02","sound","114.86","dB","107.0","Max"
"2023-09-07","motion","33.0","count","110.0","Max"
"2023-08-23","co2","313.42","ppm","109.0","Min"
"2023-08-19","humidity","33.67","%","106.0","Min"
"2023-09-23","motion","50.0","count","105.0","Max"
"2023-08-13","light","80.15","lux","108.0","Min"
"2023-08-02","humidity","86.83","%","105.0","Max"
"2023-11-06","pressure","1046.91","hPa","105.0","Max"
"2023-09-04","pressure","1045.55","hPa","107.0","Max"
"2023-09-11","humidity","34.48","%","107.0","Min"
"2023-08-31","co2","332.77","ppm","106.0","Min"
"2024-01-06","light","30.21","lux","108.0","Min"
"2023-09-11","co2","337.01","ppm","108.0","Min"
"2023-09-26","humidity","33.14","%","106.0","Min"
"2023-12-01","motion","44.0","count","106.0","Max"
"2024-01-23","co2","762.6","ppm","104.0","Max"
"2023-11-24","light","926.41","lux","101.0","Max"
"2023-12-31","motion","1.0","count","108.0","Min"
"2023-11-02","co2","340.21","ppm","102.0","Min"
"2023-09-04","co2","774.43","ppm","107.0","Max"
"2024-01-20","temperature","13.04","C","108.0","Min"
"2023-08-14","motion","1.0","count","101.0","Min"
"2023-09-05","co2","790.49","ppm","101.0","Max"
"2023-10-11","sound","25.88","dB","102.0","Min"
"2023-10-21","motion","50.0","count","108.0","Max"
"2023-12-08","sound","20.61","dB","104.0","Min"
"2023-11-06","temperature","13.37","C","107.0","Min"
"2023-12-22","humidity","37.48","%","105.0","Min"
"2023-08-26","humidity","80.92","%","104.0","Max"
"2023-08-25","temperature","12.69","C","104.0","Min"
"2023-12-30","temperature","36.44","C","107.0","Max"
"2023-10-31","light","57.22","lux","104.0","Min"
"2023-11-15","temperature","14.66","C","105.0","Min"
"2023-11-07","pressure","1041.19","hPa","107.0","Max"
"2023-09-25","light","941.34","lux","105.0","Max"
"2023-10-15","pressure","1042.53","hPa","103.0","Max"
"2023-08-27","co2","340.43","ppm","103.0","Min"
"2024-01-01","motion","1.0","count","108.0","Min"
"2023-09-29","motion","3.0","count","107.0","Min"
"2024-01-20","motion","35.0","count","109.0","Max"
"2023-10-20","sound","22.24","dB","103.0","Min"
"2023-10-22","motion","44.0","count","108.0","Max"
"2024-01-01","motion","37.0","count","101.0","Max"
"2024-01-28","motion","46.0","count","101.0","Max"
"2023-08-24","pressure","958.5","hPa","110.0","Min"
"2023-11-04","sound","112.73","dB","104.0","Max"
"2024-01-22","temperature","12.37","C","106.0","Min"
"2024-01-11","temperature","12.88","C","103.0","Min"
"2023-10-02","humidity","35.82","%","103.0","Min"
"2023-10-03","temperature","36.74","C","101.0","Max"
"2023-08-12","co2","309.87","ppm","109.0","Min"
"2023-10-24","pressure","1044.33","hPa","108.0","Max"
"2023-09-02","pressure","1048.56","hPa","103.0","Max"
"2023-12-23","humidity","32.82","%","104.0","Min"
"2023-08-03","sound","23.46","dB","105.0","Min"
"2023-08-01","pressure","1043.92","hPa","105.0","Max"
"2023-08-19","humidity","30.87","%","107.0","Min"
"2023-09-10","pressure","951.85","hPa","110.0","Min"
"2023-11-19","sound","105.65","dB","105.0","Max"
"2023-11-20","sound","116.1","dB","107.0","Max"
"2023-09-04","pressure","953.11","hPa","110.0","Min"
"2023-12-21","temperature","39.58","C","103.0","Max"
"2023-09-14","co2","790.07","ppm","110.0","Max"
"2023-10-07","co2","783.41","ppm","108.0","Max"
"2023-10-03","humidity","39.78","%","108.0","Min"
"2023-09-08","pressure","950.4","hPa","102.0","Min"
"2023-08-30","motion","43.0","count","105.0","Max"
"2023-08-27","co2","773.77","ppm","101.0","Max"
"2023-10-11","sound","107.79","dB","109.0","Max"
"2023-08-16","pressure","1048.02","hPa","110.0","Max"
"2023-12-25","light","979.94","lux","105.0","Max"
"2023-08-10","voc","112.02","ppb","105.0","Min"
"2023-08-19","motion","41.0","count","107.0","Max"
"2024-01-17","motion","2.0","count","106.0","Min"
"2023-12-21","co2","304.05","ppm","107.0","Min"
"2024-01-13","light","945.24","lux","102.0","Max"
"2023-12-19","sound","112.65","dB","104.0","Max"
"2024-01-23","pressure","953.48","hPa","105.0","Min"
"2023-10-15","sound","24.23","dB","104.0","Min"
"2023-09-10","sound","103.17","dB","110.0","Max"
"2024-01-07","light","944.88","lux","109.0","Max"
"2023-10-30","motion","1.0","count","102.0","Min"
"2023-09-08","voc","118.28","ppb","109.0","Min"
"2023-11-01","voc","109.31","ppb","104.0","Min"
"2023-09-23","motion","31.0","count","103.0","Max"
"2023-08-16","voc","473.88","ppb","102.0","Max"
"2023-08-24","pressure","955.76","hPa","106.0","Min"
"2023-08-20","co2","798.72","ppm","107.0","Max"
"2023-12-09","motion","48.0","count","102.0","Max"
"2023-11-19","motion","32.0","count","107.0","Max"
"2023-11-17","motion","39.0","count","110.0","Max"
"2023-11-18","temperature","12.66","C","103.0","Min"
"2023-08-08","pressure","959.09","hPa","106.0","Min"
"2024-01-10","co2","755.83","ppm","107.0","Max"
"2024-01-19","temperature","37.54","C","103.0","Max"
"2023-11-01","co2","324.18","ppm","107.0","Min"
"2023-08-29","co2","790.54","ppm","104.0","Max"
"2023-12-13","humidity","36.68","%","110.0","Min"
"2024-01-25","pressure","1041.03","hPa","106.0","Max"
"2023-10-27","humidity","86.01","%","106.0","Max"
"2024-01-16","temperature","13.35","C","109.0","Min"
"2023-09-19","pressure","1049.59","hPa","103.0","Max"
"2023-09-21","co2","330.41","ppm","101.0","Min"
"2023-08-30","light","55.93","lux","104.0","Min"
"2023-10-08","pressure","1046.06","hPa","104.0","Max"
"2023-09-07","co2","307.6","ppm","102.0","Min"
"2023-11-10","motion","39.0","count","102.0","Max"
"2023-08-05","temperature","10.98","C","102.0","Min"
"2023-10-24","sound","22.59","dB","108.0","Min"
"2023-12-18","humidity","83.33","%","101.0","Max"
"2023-09-26","humidity","83.2","%","101.0","Max"
"2024-01-25","motion","32.0","count","104.0","Max"
"2023-09-14","sound","107.73","dB","107.0","Max"
"2023-11-15","motion","48.0","count","105.0","Max"
"2023-08-19","sound","110.5","dB","104.0","Max"
"2023-08-11","motion","39.0","count","110.0","Max"
"2023-08-04","sound","113.55","dB","101.0","Max"
"2023-08-11","humidity","81.47","%","108.0","Max"
"2023-12-04","motion","37.0","count","101.0","Max"
"2023-09-28","co2","311.05","ppm","110.0","Min"
"2023-08-18","sound","111.56","dB","108.0","Max"
"2024-01-20","temperature","37.79","C","110.0","Max"
"2023-09-24","humidity","31.97","%","103.0","Min"
"2023-09-04","sound","23.28","dB","102.0","Min"
"2023-09-27","motion","42.0","count","108.0","Max"
"2023-11-01","pressure","954.47","hPa","107.0","Min"
"2023-09-09","light","909.07","lux","109.0","Max"
"2023-09-24","pressure","1047.05","hPa","109.0","Max"
"2023-10-25","temperature","13.37","C","104.0","Min"
"2023-10-01","light","57.94","lux","104.0","Min"
"2023-11-16","humidity","31.75","%","102.0","Min"
"2024-01-24","humidity","83.17","%","104.0","Max"
"2023-11-14","light","85.8","lux","105.0","Min"
"2023-10-09","sound","118.83","dB","103.0","Max"
"2023-09-18","humidity","86.39","%","102.0","Max"
"2023-12-20","co2","783.57","ppm","105.0","Max"
"2023-10-14","motion","39.0","count","101.0","Max"
"2023-08-16","voc","470.38","ppb","110.0","Max"
"2023-09-12","co2","705.58","ppm","108.0","Max"
"2023-08-06","sound","117.86","dB","102.0","Max"
"2023-10-09","co2","303.63","ppm","101.0","Min"
"2023-09-19","pressure","1048.08","hPa","102.0","Max"
"2023-09-08","motion","3.0","count","107.0","Min"
"2024-01-10","temperature","14.62","C","105.0","Min"
"2024-01-06","sound","117.78","dB","106.0","Max"
"2023-12-11","motion","2.0","count","102.0","Min"
"2023-09-19","voc","462.66","ppb","104.0","Max"
"2023-08-17","humidity","84.86","%","109.0","Max"
"2024-01-18","motion","35.0","count","108.0","Max"
"2024-01-03","voc","493.36","ppb","106.0","Max"
"2023-10-27","co2","722.49","ppm","108.0","Max"
"2023-08-22","voc","492.62","ppb","110.0","Max"
"2023-12-23","humidity","39.33","%","106.0","Min"
"2024-01-15","humidity","83.92","%","102.0","Max"
"2023-12-12","temperature","36.73","C","107.0","Max"
"2023-10-06","motion","45.0","count","107.0","Max"
"2024-01-30","temperature","37.59","C","102.0","Max"
"2023-08-13","pressure","950.46","hPa","104.0","Min"
"2024-01-10","temperature","39.94","C","101.0","Max"
"2023-10-21","co2","339.81","ppm","109.0","Min"
"2023-08-22","motion","2.0","count","109.0","Min"
"2023-08-24","motion","0.0","count","107.0","Min"
"2023-08-23","temperature","14.19","C","105.0","Min"
"2024-01-28","sound","103.26","dB","108.0","Max"
"2023-12-26","temperature","10.43","C","104.0","Min"
"2024-01-20","light","974.06","lux","105.0","Max"
"2023-08-11","motion","1.0","count","106.0","Min"
"2023-10-16","pressure","957.94","hPa","106.0","Min"
"2023-12-25","co2","764.28","ppm","106.0","Max"
"2023-12-13","motion","0.0","count","107.0","Min"
"2024-01-10","light","64.83","lux","106.0","Min"
"2023-10-28","sound","116.72","dB","105.0","Max"
"2023-08-23","voc","140.52","ppb","107.0","Min"
"2023-11-04","humidity","88.74","%","110.0","Max"
"2023-11-21","co2","776.27","ppm","105.0","Max"
"2024-01-10","co2","732.19","ppm","108.0","Max"
"2024-01-28","co2","314.17","ppm","109.0","Min"
"2023-08-19","temperature","36.79","C","101.0","Max"
"2023-08-14","motion","3.0","count","110.0","Min"
"2023-09-14","humidity","34.59","%","107.0","Min"
