date,sensor_type,value,unit,location_id,threshold_exceeded
2023-11-01T00:00,co2,760.23,ppm,104,Max
2024-01-26T00:00,co2,797.45,ppm,110,Max
2023-12-02T00:00,temperature,11.1,C,106,Min
2023-11-30T00:00,co2,300.91,ppm,102,Min
2023-12-07T00:00,sound,116.09,dB,109,Max
2023-10-14T00:00,humidity,35.72,%,110,Min
2023-11-18T00:00,voc,453.92,ppb,105,Max
2023-08-08T00:00,temperature,37.09,C,103,Max
2024-01-25T00:00,co2,338.74,ppm,108,Min
2023-12-20T00:00,pressure,955.0,hPa,107,Min
2023-08-31T00:00,light,58.06,lux,103,Min
2023-08-08T00:00,motion,48.0,count,107,Max
2023-08-23T00:00,voc,140.37,ppb,104,Min
2023-09-16T00:00,motion,37.0,count,104,Max
2023-08-02T00:00,light,954.06,lux,107,Max
2024-01-18T00:00,voc,144.69,ppb,103,Min
2023-09-14T00:00,motion,39.0,count,101,Max
2024-01-25T00:00,co2,334.27,ppm,104,Min
2023-08-18T00:00,motion,44.0,count,102,Max
2023-09-09T00:00,motion,49.0,count,104,Max
2024-01-20T00:00,light,923.15,lux,102,Max
2023-11-29T00:00,voc,137.03,ppb,104,Min
2024-01-16T00:00,light,968.34,lux,104,Max
2023-10-19T00:00,sound,109.25,dB,108,Max
2023-10-06T00:00,pressure,1040.01,hPa,103,Max
2023-10-01T00:00,motion,50.0,count,110,Max
2023-11-03T00:00,co2,799.26,ppm,106,Max
2024-01-31T00:00,humidity,87.86,%,108,Max
2023-10-18T00:00,sound,119.18,dB,102,Max
2023-12-15T00:00,light,85.74,lux,108,Min
2023-09-20T00:00,voc,145.07,ppb,109,Min
2023-11-24T00:00,motion,0.0,count,104,Min
2023-09-09T00:00,light,911.74,lux,102,Max
2023-12-04T00:00,motion,42.0,count,107,Max
2023-10-04T00:00,voc,131.34,ppb,101,Min
2023-12-05T00:00,sound,110.07,dB,104,Max
2023-08-28T00:00,co2,314.96,ppm,107,Min
2024-01-08T00:00,motion,41.0,count,104,Max
2023-10-06T00:00,motion,37.0,count,106,Max
2023-10-03T00:00,co2,745.03,ppm,107,Max
2023-12-16T00:00,temperature,12.92,C,101,Min
2023-12-14T00:00,sound,112.31,dB,108,Max
2023-10-11T00:00,temperature,12.11,C,102,Min
2024-01-26T00:00,light,972.44,lux,104,Max
2023-10-07T00:00,voc,489.12,ppb,105,Max
2023-10-14T00:00,voc,137.75,ppb,108,Min
2023-10-22T00:00,sound,20.25,dB,106,Min
2023-08-19T00:00,motion,43.0,count,109,Max
2023-09-12T00:00,motion,32.0,count,104,Max
2023-12-23T00:00,temperature,38.37,C,106,Max
2023-08-05T00:00,voc,473.28,ppb,103,Max
2023-10-08T00:00,temperature,36.65,C,107,Max
2023-11-07T00:00,temperature,12.84,C,103,Min
2024-01-30T00:00,motion,45.0,count,107,Max
2024-01-14T00:00,humidity,34.1,%,104,Min
2023-09-24T00:00,co2,715.85,ppm,107,Max
2024-01-14T00:00,co2,725.52,ppm,104,Max
2023-09-17T00:00,light,976.64,lux,103,Max
2023-08-08T00:00,motion,47.0,count,110,Max
2023-09-23T00:00,pressure,1048.46,hPa,102,Max
2023-08-26T00:00,temperature,36.38,C,106,Max
2023-08-31T00:00,pressure,955.77,hPa,101,Min
2023-11-16T00:00,temperature,39.21,C,107,Max
2023-11-29T00:00,sound,106.22,dB,108,Max
2023-11-08T00:00,motion,39.0,count,109,Max
2024-01-14T00:00,temperature,38.95,C,105,Max
2023-08-17T00:00,motion,38.0,count,106,Max
2024-01-26T00:00,light,920.0,lux,110,Max
2023-08-02T00:00,sound,107.83,dB,101,Max
2023-08-01T00:00,co2,783.34,ppm,110,Max
2023-10-17T00:00,temperature,38.1,C,104,Max
2023-11-03T00:00,humidity,38.05,%,102,Min
2023-11-26T00:00,co2,303.64,ppm,106,Min
2023-09-22T00:00,temperature,36.11,C,101,Max
2023-08-19T00:00,voc,463.27,ppb,108,Max
2024-01-16T00:00,pressure,954.48,hPa,106,Min
2023-11-18T00:00,sound,23.5,dB,105,Min
2024-01-13T00:00,temperature,38.38,C,108,Max
2023-09-23T00:00,voc,455.6,ppb,103,Max
2023-12-10T00:00,sound,102.39,dB,110,Max
2023-09-23T00:00,sound,25.46,dB,110,Min
2023-12-21T00:00,humidity,34.94,%,102,Min
2023-11-12T00:00,humidity,81.38,%,104,Max
2023-08-18T00:00,voc,104.25,ppb,106,Min
2023-10-13T00:00,voc,461.49,ppb,104,Max
2023-09-15T00:00,temperature,38.42,C,110,Max
2023-11-10T00:00,humidity,89.89,%,110,Max
2023-11-16T00:00,voc,127.61,ppb,106,Min
2023-11-17T00:00,sound,25.17,dB,101,Min
2024-01-09T00:00,pressure,953.61,hPa,102,Min
2023-10-10T00:00,co2,739.38,ppm,101,Max
2023-12-29T00:00,voc,460.35,ppb,101,Max
2023-12-21T00:00,sound,25.41,dB,101,Min
2023-10-19T00:00,sound,107.04,dB,110,Max
2023-10-25T00:00,motion,50.0,count,103,Max
2023-11-28T00:00,motion,46.0,count,109,Max
2023-09-14T00:00,temperature,37.43,C,109,Max
2024-01-25T00:00,humidity,89.27,%,103,Max
2024-01-24T00:00,sound,106.55,dB,102,Max
2023-12-09T00:00,motion,39.0,count,105,Max
2023-11-29T00:00,pressure,952.23,hPa,106,Min
2023-10-06T00:00,temperature,37.61,C,104,Max
2023-12-07T00:00,motion,33.0,count,106,Max
2024-01-05T00:00,humidity,89.75,%,109,Max
2023-11-17T00:00,light,27.71,lux,102,Min
2023-12-18T00:00,sound,29.9,dB,109,Min
2023-11-23T00:00,co2,762.52,ppm,109,Max
2023-12-07T00:00,motion,46.0,count,108,Max
2023-12-23T00:00,sound,115.64,dB,106,Max
2023-10-04T00:00,co2,768.5,ppm,105,Max
2023-10-17T00:00,temperature,12.69,C,107,Min
2023-09-02T00:00,temperature,10.77,C,107,Min
2023-11-03T00:00,sound,105.73,dB,108,Max
2023-09-14T00:00,voc,468.45,ppb,105,Max
2023-08-07T00:00,co2,762.71,ppm,110,Max
2023-11-19T00:00,co2,302.36,ppm,106,Min
2023-12-11T00:00,sound,118.36,dB,102,Max
2023-10-31T00:00,humidity,84.7,%,106,Max
2024-01-02T00:00,pressure,1049.53,hPa,110,Max
2024-01-29T00:00,temperature,35.83,C,101,Max
2023-11-26T00:00,motion,42.0,count,101,Max
2023-08-27T00:00,sound,116.24,dB,108,Max
2023-09-13T00:00,sound,107.41,dB,110,Max
2024-01-18T00:00,co2,774.73,ppm,107,Max
2023-10-31T00:00,humidity,85.21,%,108,Max
2023-11-12T00:00,motion,39.0,count,107,Max
2023-08-16T00:00,motion,45.0,count,102,Max
2023-12-21T00:00,humidity,88.44,%,109,Max
2023-08-16T00:00,pressure,1044.28,hPa,104,Max
2023-08-09T00:00,pressure,951.78,hPa,106,Min
2024-01-15T00:00,humidity,80.75,%,108,Max
2023-08-06T00:00,humidity,30.32,%,103,Min
2023-12-11T00:00,motion,1.0,count,101,Min
2023-12-08T00:00,co2,333.65,ppm,108,Min
2023-12-25T00:00,co2,741.26,ppm,101,Max
2023-08-20T00:00,light,993.94,lux,104,Max
2023-08-19T00:00,temperature,12.58,C,105,Min
2023-12-02T00:00,co2,748.6,ppm,109,Max
2024-01-01T00:00,pressure,1040.66,hPa,106,Max
2023-12-05T00:00,co2,321.44,ppm,109,Min
2023-08-20T00:00,temperature,13.5,C,101,Min
2023-09-01T00:00,co2,712.28,ppm,105,Max
2023-11-23T00:00,motion,39.0,count,109,Max
2023-11-05T00:00,light,912.96,lux,102,Max
2023-12-12T00:00,co2,774.59,ppm,103,Max
2023-11-21T00:00,sound,27.9,dB,104,Min
2023-11-02T00:00,co2,745.26,ppm,107,Max
2023-11-21T00:00,pressure,1047.29,hPa,107,Max
2024-01-21T00:00,motion,32.0,count,103,Max
2023-08-27T00:00,voc,133.46,ppb,105,Min
2023-12-15T00:00,humidity,80.32,%,109,Max
2023-12-27T00:00,sound,108.89,dB,101,Max
2024-01-24T00:00,humidity,84.1,%,106,Max
2023-09-30T00:00,motion,49.0,count,101,Max
2023-11-18T00:00,co2,758.68,ppm,106,Max
2023-11-08T00:00,temperature,13.53,C,103,Min
2023-08-31T00:00,humidity,87.86,%,108,Max
2023-10-11T00:00,voc,491.13,ppb,101,Max
2023-09-04T00:00,voc,148.49,ppb,110,Min
2024-01-06T00:00,co2,308.37,ppm,109,Min
2023-09-30T00:00,humidity,37.41,%,110,Min
2023-08-24T00:00,sound,24.6,dB,106,Min
2023-08-06T00:00,motion,34.0,count,108,Max
2023-12-25T00:00,motion,46.0,count,101,Max
2023-09-24T00:00,humidity,38.31,%,109,Min
2023-09-01T00:00,voc,461.63,ppb,101,Max
2023-11-25T00:00,co2,766.53,ppm,104,Max
2023-10-10T00:00,motion,3.0,count,107,Min
2023-11-23T00:00,motion,0.0,count,103,Min
2023-09-23T00:00,temperature,12.02,C,109,Min
2023-08-11T00:00,pressure,950.35,hPa,108,Min
2023-08-21T00:00,voc,124.16,ppb,104,Min
2023-11-29T00:00,motion,31.0,count,110,Max
2023-08-23T00:00,humidity,30.19,%,102,Min
2024-01-13T00:00,sound,104.16,dB,109,Max
2023-09-21T00:00,humidity,88.84,%,107,Max
2023-10-12T00:00,light,943.57,lux,107,Max
2024-01-30T00:00,sound,27.18,dB,110,Min
2023-09-13T00:00,temperature,12.59,C,108,Min
2023-11-15T00:00,sound,20.44,dB,103,Min
2023-11-06T00:00,motion,41.0,count,104,Max
2023-12-18T00:00,motion,3.0,count,103,Min
2023-08-19T00:00,motion,47.0,count,102,Max
2024-01-20T00:00,motion,2.0,count,108,Min
2023-10-06T00:00,motion,43.0,count,102,Max
2024-01-03T00:00,motion,49.0,count,102,Max
2023-11-07T00:00,co2,719.43,ppm,102,Max
2023-08-31T00:00,motion,33.0,count,110,Max
2023-08-29T00:00,co2,341.54,ppm,103,Min
2023-11-08T00:00,light,52.89,lux,108,Min
2023-09-08T00:00,humidity,31.65,%,101,Min
2023-10-30T00:00,voc,133.13,ppb,108,Min
2023-12-26T00:00,light,75.69,lux,101,Min
2023-11-21T00:00,humidity,87.34,%,109,Max
2024-01-23T00:00,pressure,1046.94,hPa,105,Max
2023-10-28T00:00,light,25.67,lux,102,Min
2023-11-27T00:00,humidity,80.07,%,107,Max
2023-11-25T00:00,temperature,11.56,C,106,Min
2023-12-01T00:00,pressure,955.86,hPa,110,Min
2023-08-16T00:00,sound,23.91,dB,105,Min
2024-01-14T00:00,humidity,32.46,%,107,Min
2023-10-24T00:00,co2,792.52,ppm,104,Max
2023-09-29T00:00,humidity,38.86,%,104,Min
2024-01-29T00:00,voc,111.48,ppb,108,Min
2024-01-05T00:00,sound,117.87,dB,106,Max
2023-12-19T00:00,temperature,36.17,C,106,Max
2024-01-07T00:00,temperature,39.31,C,107,Max
2023-12-11T00:00,humidity,39.7,%,104,Min
2024-01-15T00:00,pressure,1045.92,hPa,104,Max
2023-12-02T00:00,light,995.56,lux,108,Max
2024-01-25T00:00,motion,45.0,count,101,Max
2023-08-17T00:00,light,955.62,lux,107,Max
2023-10-02T00:00,humidity,39.68,%,108,Min
2023-12-18T00:00,motion,47.0,count,107,Max
2024-01-12T00:00,co2,335.35,ppm,108,Min
2023-11-16T00:00,voc,453.79,ppb,105,Max
2023-08-16T00:00,voc,463.12,ppb,103,Max
2023-11-01T00:00,pressure,1042.81,hPa,108,Max
2023-11-30T00:00,sound,107.77,dB,107,Max
2023-08-22T00:00,motion,42.0,count,109,Max
2023-08-16T00:00,motion,36.0,count,107,Max
2023-11-22T00:00,co2,705.09,ppm,101,Max
2023-12-05T00:00,humidity,33.92,%,109,Min
2024-01-02T00:00,co2,733.75,ppm,109,Max
2024-01-04T00:00,humidity,35.09,%,107,Min
2023-10-29T00:00,motion,48.0,count,106,Max
2023-12-31T00:00,temperature,11.64,C,101,Min
2024-01-06T00:00,light,56.22,lux,105,Min
2023-08-05T00:00,pressure,950.56,hPa,103,Min
2023-09-12T00:00,voc,468.77,ppb,105,Max
2023-12-21T00:00,sound,24.4,dB,104,Min
2023-09-14T00:00,pressure,959.54,hPa,109,Min
2023-12-31T00:00,motion,3.0,count,107,Min
2023-10-13T00:00,sound,102.08,dB,103,Max
2024-01-12T00:00,voc,142.81,ppb,101,Min
2023-12-07T00:00,motion,2.0,count,110,Min
2023-11-09T00:00,motion,38.0,count,110,Max
2023-12-02T00:00,humidity,39.45,%,103,Min
2024-01-12T00:00,sound,20.68,dB,104,Min
2023-08-25T00:00,co2,348.92,ppm,106,Min
2023-10-02T00:00,voc,148.06,ppb,103,Min
2023-12-31T00:00,sound,25.53,dB,109,Min
2023-10-02T00:00,humidity,32.09,%,103,Min
2023-10-14T00:00,temperature,36.09,C,108,Max
2023-08-01T00:00,humidity,84.2,%,104,Max
2023-08-06T00:00,pressure,1049.62,hPa,105,Max
2023-09-18T00:00,co2,701.93,ppm,106,Max
2023-08-07T00:00,humidity,89.7,%,107,Max
2024-01-26T00:00,co2,764.21,ppm,103,Max
2023-10-28T00:00,light,951.19,lux,102,Max
2023-10-02T00:00,sound,114.86,dB,107,Max
2023-09-07T00:00,motion,33.0,count,110,Max
2023-08-23T00:00,co2,313.42,ppm,109,Min
2023-08-19T00:00,humidity,33.67,%,106,Min
2023-09-23T00:00,motion,50.0,count,105,Max
2023-08-13T00:00,light,80.15,lux,108,Min
2023-08-02T00:00,humidity,86.83,%,105,Max
2023-11-06T00:00,pressure,1046.91,hPa,105,Max
2023-09-04T00:00,pressure,1045.55,hPa,107,Max
2023-09-11T00:00,humidity,34.48,%,107,Min
2023-08-31T00:00,co2,332.77,ppm,106,Min
2024-01-06T00:00,light,30.21,lux,108,Min
2023-09-11T00:00,co2,337.01,ppm,108,Min
2023-09-26T00:00,humidity,33.14,%,106,Min
2023-12-01T00:00,motion,44.0,count,106,Max
2024-01-23T00:00,co2,762.6,ppm,104,Max
2023-11-24T00:00,light,926.41,lux,101,Max
2023-12-31T00:00,motion,1.0,count,108,Min
2023-11-02T00:00,co2,340.21,ppm,102,Min
2023-09-04T00:00,co2,774.43,ppm,107,Max
2024-01-20T00:00,temperature,13.04,C,108,Min
2023-08-14T00:00,motion,1.0,count,101,Min
2023-09-05T00:00,co2,790.49,ppm,101,Max
2023-10-11T00:00,sound,25.88,dB,102,Min
2023-10-21T00:00,motion,50.0,count,108,Max
2023-12-08T00:00,sound,20.61,dB,104,Min
2023-11-06T00:00,temperature,13.37,C,107,Min
2023-12-22T00:00,humidity,37.48,%,105,Min
2023-08-26T00:00,humidity,80.92,%,104,Max
2023-08-25T00:00,temperature,12.69,C,104,Min
2023-12-30T00:00,temperature,36.44,C,107,Max
2023-10-31T00:00,light,57.22,lux,104,Min
2023-11-15T00:00,temperature,14.66,C,105,Min
2023-11-07T00:00,pressure,1041.19,hPa,107,Max
2023-09-25T00:00,light,941.34,lux,105,Max
2023-10-15T00:00,pressure,1042.53,hPa,103,Max
2023-08-27T00:00,co2,340.43,ppm,103,Min
2024-01-01T00:00,motion,1.0,count,108,Min
2023-09-29T00:00,motion,3.0,count,107,Min
2024-01-20T00:00,motion,35.0,count,109,Max
2023-10-20T00:00,sound,22.24,dB,103,Min
2023-10-22T00:00,motion,44.0,count,108,Max
2024-01-01T00:00,motion,37.0,count,101,Max
2024-01-28T00:00,motion,46.0,count,101,Max
2023-08-24T00:00,pressure,958.5,hPa,110,Min
2023-11-04T00:00,sound,112.73,dB,104,Max
2024-01-22T00:00,temperature,12.37,C,106,Min
2024-01-11T00:00,temperature,12.88,C,103,Min
2023-10-02T00:00,humidity,35.82,%,103,Min
2023-10-03T00:00,temperature,36.74,C,101,Max
2023-08-12T00:00,co2,309.87,ppm,109,Min
2023-10-24T00:00,pressure,1044.33,hPa,108,Max
2023-09-02T00:00,pressure,1048.56,hPa,103,Max
2023-12-23T00:00,humidity,32.82,%,104,Min
2023-08-03T00:00,sound,23.46,dB,105,Min
2023-08-01T00:00,pressure,1043.92,hPa,105,Max
2023-08-19T00:00,humidity,30.87,%,107,Min
2023-09-10T00:00,pressure,951.85,hPa,110,Min
2023-11-19T00:00,sound,105.65,dB,105,Max
2023-11-20T00:00,sound,116.1,dB,107,Max
2023-09-04T00:00,pressure,953.11,hPa,110,Min
2023-12-21T00:00,temperature,39.58,C,103,Max
2023-09-14T00:00,co2,790.07,ppm,110,Max
2023-10-07T00:00,co2,783.41,ppm,108,Max
2023-10-03T00:00,humidity,39.78,%,108,Min
2023-09-08T00:00,pressure,950.4,hPa,102,Min
2023-08-30T00:00,motion,43.0,count,105,Max
2023-08-27T00:00,co2,773.77,ppm,101,Max
2023-10-11T00:00,sound,107.79,dB,109,Max
2023-08-16T00:00,pressure,1048.02,hPa,110,Max
2023-12-25T00:00,light,979.94,lux,105,Max
2023-08-10T00:00,voc,112.02,ppb,105,Min
2023-08-19T00:00,motion,41.0,count,107,Max
2024-01-17T00:00,motion,2.0,count,106,Min
2023-12-21T00:00,co2,304.05,ppm,107,Min
2024-01-13T00:00,light,945.24,lux,102,Max
2023-12-19T00:00,sound,112.65,dB,104,Max
2024-01-23T00:00,pressure,953.48,hPa,105,Min
2023-10-15T00:00,sound,24.23,dB,104,Min
2023-09-10T00:00,sound,103.17,dB,110,Max
2024-01-07T00:00,light,944.88,lux,109,Max
2023-10-30T00:00,motion,1.0,count,102,Min
2023-09-08T00:00,voc,118.28,ppb,109,Min
2023-11-01T00:00,voc,109.31,ppb,104,Min
2023-09-23T00:00,motion,31.0,count,103,Max
2023-08-16T00:00,voc,473.88,ppb,102,Max
2023-08-24T00:00,pressure,955.76,hPa,106,Min
2023-08-20T00:00,co2,798.72,ppm,107,Max
2023-12-09T00:00,motion,48.0,count,102,Max
2023-11-19T00:00,motion,32.0,count,107,Max
2023-11-17T00:00,motion,39.0,count,110,Max
2023-11-18T00:00,temperature,12.66,C,103,Min
2023-08-08T00:00,pressure,959.09,hPa,106,Min
2024-01-10T00:00,co2,755.83,ppm,107,Max
2024-01-19T00:00,temperature,37.54,C,103,Max
2023-11-01T00:00,co2,324.18,ppm,107,Min
2023-08-29T00:00,co2,790.54,ppm,104,Max
2023-12-13T00:00,humidity,36.68,%,110,Min
2024-01-25T00:00,pressure,1041.03,hPa,106,Max
2023-10-27T00:00,humidity,86.01,%,106,Max
2024-01-16T00:00,temperature,13.35,C,109,Min
2023-09-19T00:00,pressure,1049.59,hPa,103,Max
2023-09-21T00:00,co2,330.41,ppm,101,Min
2023-08-30T00:00,light,55.93,lux,104,Min
2023-10-08T00:00,pressure,1046.06,hPa,104,Max
2023-09-07T00:00,co2,307.6,ppm,102,Min
2023-11-10T00:00,motion,39.0,count,102,Max
2023-08-05T00:00,temperature,10.98,C,102,Min
2023-10-24T00:00,sound,22.59,dB,108,Min
2023-12-18T00:00,humidity,83.33,%,101,Max
2023-09-26T00:00,humidity,83.2,%,101,Max
2024-01-25T00:00,motion,32.0,count,104,Max
2023-09-14T00:00,sound,107.73,dB,107,Max
2023-11-15T00:00,motion,48.0,count,105,Max
2023-08-19T00:00,sound,110.5,dB,104,Max
2023-08-11T00:00,motion,39.0,count,110,Max
2023-08-04T00:00,sound,113.55,dB,101,Max
2023-08-11T00:00,humidity,81.47,%,108,Max
2023-12-04T00:00,motion,37.0,count,101,Max
2023-09-28T00:00,co2,311.05,ppm,110,Min
2023-08-18T00:00,sound,111.56,dB,108,Max
2024-01-20T00:00,temperature,37.79,C,110,Max
2023-09-24T00:00,humidity,31.97,%,103,Min
2023-09-04T00:00,sound,23.28,dB,102,Min
2023-09-27T00:00,motion,42.0,count,108,Max
2023-11-01T00:00,pressure,954.47,hPa,107,Min
2023-09-09T00:00,light,909.07,lux,109,Max
2023-09-24T00:00,pressure,1047.05,hPa,109,Max
2023-10-25T00:00,temperature,13.37,C,104,Min
2023-10-01T00:00,light,57.94,lux,104,Min
2023-11-16T00:00,humidity,31.75,%,102,Min
2024-01-24T00:00,humidity,83.17,%,104,Max
2023-11-14T00:00,light,85.8,lux,105,Min
2023-10-09T00:00,sound,118.83,dB,103,Max
2023-09-18T00:00,humidity,86.39,%,102,Max
2023-12-20T00:00,co2,783.57,ppm,105,Max
2023-10-14T00:00,motion,39.0,count,101,Max
2023-08-16T00:00,voc,470.38,ppb,110,Max
2023-09-12T00:00,co2,705.58,ppm,108,Max
2023-08-06T00:00,sound,117.86,dB,102,Max
2023-10-09T00:00,co2,303.63,ppm,101,Min
2023-09-19T00:00,pressure,1048.08,hPa,102,Max
2023-09-08T00:00,motion,3.0,count,107,Min
2024-01-10T00:00,temperature,14.62,C,105,Min
2024-01-06T00:00,sound,117.78,dB,106,Max
2023-12-11T00:00,motion,2.0,count,102,Min
2023-09-19T00:00,voc,462.66,ppb,104,Max
2023-08-17T00:00,humidity,84.86,%,109,Max
2024-01-18T00:00,motion,35.0,count,108,Max
2024-01-03T00:00,voc,493.36,ppb,106,Max
2023-10-27T00:00,co2,722.49,ppm,108,Max
2023-08-22T00:00,voc,492.62,ppb,110,Max
2023-12-23T00:00,humidity,39.33,%,106,Min
2024-01-15T00:00,humidity,83.92,%,102,Max
2023-12-12T00:00,temperature,36.73,C,107,Max
2023-10-06T00:00,motion,45.0,count,107,Max
2024-01-30T00:00,temperature,37.59,C,102,Max
2023-08-13T00:00,pressure,950.46,hPa,104,Min
2024-01-10T00:00,temperature,39.94,C,101,Max
2023-10-21T00:00,co2,339.81,ppm,109,Min
2023-08-22T00:00,motion,2.0,count,109,Min
2023-08-24T00:00,motion,0.0,count,107,Min
2023-08-23T00:00,temperature,14.19,C,105,Min
2024-01-28T00:00,sound,103.26,dB,108,Max
2023-12-26T00:00,temperature,10.43,C,104,Min
2024-01-20T00:00,light,974.06,lux,105,Max
2023-08-11T00:00,motion,1.0,count,106,Min
2023-10-16T00:00,pressure,957.94,hPa,106,Min
2023-12-25T00:00,co2,764.28,ppm,106,Max
2023-12-13T00:00,motion,0.0,count,107,Min
2024-01-10T00:00,light,64.83,lux,106,Min
2023-10-28T00:00,sound,116.72,dB,105,Max
2023-08-23T00:00,voc,140.52,ppb,107,Min
2023-11-04T00:00,humidity,88.74,%,110,Max
2023-11-21T00:00,co2,776.27,ppm,105,Max
2024-01-10T00:00,co2,732.19,ppm,108,Max
2024-01-28T00:00,co2,314.17,ppm,109,Min
2023-08-19T00:00,temperature,36.79,C,101,Max
2023-08-14T00:00,motion,3.0,count,110,Min
2023-09-14T00:00,humidity,34.59,%,107,Min
