date,sensor_type,value,unit,location_id,month
2023-08-09 00:00:00,humidity,58.04,%,105.0,2023-08
2024-01-03 00:00:00,light,125.05,lux,101.0,2024-01
2023-08-03 00:00:00,light,797.55,lux,103.0,2023-08
2023-12-20 00:00:00,sound,36.77,dB,104.0,2023-12
2023-12-04 00:00:00,sound,113.67,dB,108.0,2023-12
2024-01-22 00:00:00,pressure,951.1,hPa,101.0,2024-01
2023-12-26 00:00:00,humidity,49.13,%,105.0,2023-12
2023-12-17 00:00:00,co2,459.61,ppm,108.0,2023-12
2024-02-01 00:00:00,sound,91.48,dB,107.0,2024-02
2023-10-29 00:00:00,sound,34.64,dB,105.0,2023-10
2024-01-05 00:00:00,humidity,33.47,%,110.0,2024-01
2023-11-17 00:00:00,temperature,14.7,C,102.0,2023-11
2024-01-12 00:00:00,temperature,39.55,C,107.0,2024-01
2023-10-28 00:00:00,temperature,34.86,C,102.0,2023-10
2023-11-26 00:00:00,sound,106.73,dB,108.0,2023-11
2023-12-06 00:00:00,pressure,1048.13,hPa,107.0,2023-12
2024-01-19 00:00:00,humidity,57.03,%,102.0,2024-01
2023-08-22 00:00:00,temperature,34.02,C,102.0,2023-08
2024-01-27 00:00:00,temperature,27.3,C,104.0,2024-01
2023-10-17 00:00:00,motion,5.0,count,110.0,2023-10
2023-12-29 00:00:00,motion,33.0,count,101.0,2023-12
2024-01-09 00:00:00,motion,30.0,count,102.0,2024-01
2023-09-02 00:00:00,temperature,20.02,C,105.0,2023-09
2023-08-30 00:00:00,voc,227.54,ppb,103.0,2023-08
2023-10-04 00:00:00,motion,27.0,count,104.0,2023-10
2024-01-05 00:00:00,sound,76.07,dB,101.0,2024-01
2023-11-24 00:00:00,temperature,35.51,C,105.0,2023-11
2023-09-11 00:00:00,humidity,51.38,%,101.0,2023-09
2023-10-12 00:00:00,pressure,1035.92,hPa,110.0,2023-10
2023-11-29 00:00:00,co2,758.82,ppm,105.0,2023-11
2023-10-16 00:00:00,temperature,16.81,C,101.0,2023-10
2024-01-09 00:00:00,motion,37.0,count,102.0,2024-01
2023-09-03 00:00:00,sound,111.15,dB,103.0,2023-09
2023-08-29 00:00:00,sound,38.73,dB,102.0,2023-08
2024-01-15 00:00:00,pressure,1037.55,hPa,105.0,2024-01
2023-09-02 00:00:00,temperature,33.18,C,101.0,2023-09
2023-10-19 00:00:00,co2,386.04,ppm,108.0,2023-10
2023-12-30 00:00:00,humidity,46.6,%,101.0,2023-12
2023-09-22 00:00:00,sound,62.82,dB,110.0,2023-09
2024-01-17 00:00:00,co2,394.47,ppm,101.0,2024-01
2023-11-28 00:00:00,co2,383.83,ppm,104.0,2023-11
2023-10-17 00:00:00,sound,109.44,dB,109.0,2023-10
2023-09-29 00:00:00,humidity,81.68,%,107.0,2023-09
2023-12-21 00:00:00,light,550.85,lux,109.0,2023-12
2023-08-02 00:00:00,voc,477.95,ppb,110.0,2023-08
2024-01-19 00:00:00,light,963.52,lux,102.0,2024-01
2023-10-06 00:00:00,pressure,1026.06,hPa,102.0,2023-10
2023-10-23 00:00:00,sound,63.71,dB,102.0,2023-10
2023-12-24 00:00:00,pressure,1028.28,hPa,104.0,2023-12
2023-10-21 00:00:00,motion,18.0,count,102.0,2023-10
2023-10-28 00:00:00,voc,298.43,ppb,103.0,2023-10
2023-08-26 00:00:00,sound,29.79,dB,101.0,2023-08
2023-09-01 00:00:00,motion,8.0,count,103.0,2023-09
2023-10-31 00:00:00,pressure,1018.75,hPa,105.0,2023-10
2024-01-31 00:00:00,temperature,33.86,C,102.0,2024-01
2023-10-04 00:00:00,voc,260.53,ppb,101.0,2023-10
2023-11-04 00:00:00,temperature,38.43,C,101.0,2023-11
2023-12-09 00:00:00,light,286.4,lux,110.0,2023-12
2024-01-24 00:00:00,humidity,89.36,%,109.0,2024-01
2023-08-09 00:00:00,temperature,24.85,C,109.0,2023-08
2023-10-14 00:00:00,humidity,68.81,%,110.0,2023-10
2024-01-20 00:00:00,pressure,1042.27,hPa,104.0,2024-01
2023-08-30 00:00:00,pressure,1003.48,hPa,104.0,2023-08
2023-10-24 00:00:00,voc,270.44,ppb,101.0,2023-10
2023-08-31 00:00:00,temperature,19.66,C,107.0,2023-08
2023-09-23 00:00:00,light,274.98,lux,108.0,2023-09
2023-08-06 00:00:00,co2,783.62,ppm,101.0,2023-08
2023-11-08 00:00:00,temperature,26.18,C,110.0,2023-11
2023-11-10 00:00:00,humidity,76.15,%,101.0,2023-11
2023-08-19 00:00:00,humidity,60.82,%,102.0,2023-08
2023-12-21 00:00:00,sound,25.6,dB,109.0,2023-12
2023-10-02 00:00:00,light,481.0,lux,110.0,2023-10
2023-09-30 00:00:00,light,211.58,lux,106.0,2023-09
2024-01-10 00:00:00,temperature,24.13,C,104.0,2024-01
2023-10-08 00:00:00,motion,50.0,count,106.0,2023-10
2024-01-11 00:00:00,light,914.06,lux,103.0,2024-01
2023-09-13 00:00:00,humidity,49.28,%,104.0,2023-09
2023-12-10 00:00:00,light,378.37,lux,104.0,2023-12
2023-08-21 00:00:00,co2,736.87,ppm,104.0,2023-08
2023-11-30 00:00:00,sound,24.91,dB,103.0,2023-11
2023-09-20 00:00:00,sound,91.62,dB,103.0,2023-09
2024-01-22 00:00:00,co2,481.42,ppm,106.0,2024-01
2023-12-22 00:00:00,humidity,38.89,%,105.0,2023-12
2023-08-26 00:00:00,voc,160.67,ppb,103.0,2023-08
2023-12-27 00:00:00,co2,485.15,ppm,102.0,2023-12
2023-08-05 00:00:00,voc,436.94,ppb,107.0,2023-08
2023-11-22 00:00:00,sound,87.83,dB,107.0,2023-11
2023-08-23 00:00:00,humidity,87.59,%,109.0,2023-08
2023-12-28 00:00:00,humidity,57.6,%,101.0,2023-12
2023-09-19 00:00:00,voc,204.54,ppb,110.0,2023-09
2023-11-12 00:00:00,voc,315.54,ppb,109.0,2023-11
2023-08-12 00:00:00,humidity,31.25,%,106.0,2023-08
2023-09-20 00:00:00,voc,443.05,ppb,107.0,2023-09
2023-10-06 00:00:00,co2,630.86,ppm,105.0,2023-10
2023-10-07 00:00:00,temperature,17.83,C,102.0,2023-10
2023-11-08 00:00:00,co2,759.54,ppm,105.0,2023-11
2023-10-22 00:00:00,pressure,981.88,hPa,110.0,2023-10
2023-10-04 00:00:00,humidity,61.83,%,107.0,2023-10
2023-08-04 00:00:00,pressure,1019.87,hPa,102.0,2023-08
2023-09-07 00:00:00,co2,462.82,ppm,102.0,2023-09
2024-01-21 00:00:00,temperature,39.63,C,109.0,2024-01
2023-08-16 00:00:00,co2,387.41,ppm,109.0,2023-08
2023-09-04 00:00:00,voc,304.15,ppb,103.0,2023-09
2023-10-05 00:00:00,motion,20.0,count,107.0,2023-10
2023-09-08 00:00:00,pressure,987.14,hPa,102.0,2023-09
2024-01-14 00:00:00,co2,638.03,ppm,101.0,2024-01
2023-10-03 00:00:00,humidity,44.83,%,109.0,2023-10
2023-09-28 00:00:00,humidity,40.53,%,106.0,2023-09
2023-08-27 00:00:00,light,155.25,lux,101.0,2023-08
2023-12-11 00:00:00,light,579.41,lux,109.0,2023-12
2023-10-28 00:00:00,humidity,31.5,%,109.0,2023-10
2023-11-16 00:00:00,co2,415.14,ppm,105.0,2023-11
2023-08-09 00:00:00,light,18.02,lux,104.0,2023-08
2023-08-18 00:00:00,co2,601.11,ppm,101.0,2023-08
2023-11-22 00:00:00,co2,340.19,ppm,108.0,2023-11
2023-11-01 00:00:00,temperature,35.52,C,110.0,2023-11
2023-11-24 00:00:00,temperature,18.79,C,108.0,2023-11
2023-09-27 00:00:00,pressure,994.13,hPa,107.0,2023-09
2023-12-14 00:00:00,humidity,32.27,%,108.0,2023-12
2023-12-25 00:00:00,pressure,960.24,hPa,101.0,2023-12
2024-01-06 00:00:00,humidity,87.95,%,101.0,2024-01
2023-08-31 00:00:00,pressure,984.33,hPa,107.0,2023-08
2023-09-02 00:00:00,temperature,23.12,C,105.0,2023-09
2023-08-10 00:00:00,temperature,20.96,C,101.0,2023-08
2023-09-14 00:00:00,pressure,1026.86,hPa,101.0,2023-09
2023-11-12 00:00:00,temperature,38.91,C,103.0,2023-11
2023-08-02 00:00:00,sound,66.38,dB,106.0,2023-08
2024-01-11 00:00:00,motion,14.0,count,102.0,2024-01
2023-12-11 00:00:00,sound,101.68,dB,109.0,2023-12
2023-11-07 00:00:00,sound,31.24,dB,101.0,2023-11
2023-12-30 00:00:00,temperature,26.82,C,110.0,2023-12
2023-09-23 00:00:00,pressure,990.51,hPa,103.0,2023-09
2023-10-23 00:00:00,pressure,1044.44,hPa,102.0,2023-10
2023-08-02 00:00:00,motion,11.0,count,106.0,2023-08
2023-10-26 00:00:00,co2,367.31,ppm,110.0,2023-10
2023-09-06 00:00:00,humidity,73.56,%,105.0,2023-09
2024-01-23 00:00:00,sound,49.21,dB,107.0,2024-01
2023-08-02 00:00:00,temperature,23.18,C,105.0,2023-08
2023-11-21 00:00:00,co2,380.75,ppm,106.0,2023-11
2023-12-12 00:00:00,voc,437.7,ppb,109.0,2023-12
2024-01-22 00:00:00,light,857.39,lux,108.0,2024-01
2023-08-06 00:00:00,co2,794.29,ppm,105.0,2023-08
2023-11-04 00:00:00,humidity,84.48,%,104.0,2023-11
2023-12-23 00:00:00,co2,417.63,ppm,102.0,2023-12
2023-09-26 00:00:00,voc,104.85,ppb,110.0,2023-09
2023-10-30 00:00:00,pressure,963.17,hPa,106.0,2023-10
2023-08-20 00:00:00,co2,747.37,ppm,107.0,2023-08
2023-08-24 00:00:00,sound,37.78,dB,103.0,2023-08
2023-12-12 00:00:00,voc,398.66,ppb,104.0,2023-12
2023-08-18 00:00:00,motion,5.0,count,105.0,2023-08
2023-08-15 00:00:00,humidity,75.94,%,101.0,2023-08
2023-08-19 00:00:00,temperature,25.49,C,109.0,2023-08
2023-10-17 00:00:00,motion,43.0,count,101.0,2023-10
2023-09-27 00:00:00,sound,41.24,dB,107.0,2023-09
2023-11-19 00:00:00,light,439.25,lux,103.0,2023-11
2023-10-03 00:00:00,pressure,1043.72,hPa,104.0,2023-10
2023-11-26 00:00:00,voc,198.98,ppb,102.0,2023-11
2023-09-20 00:00:00,temperature,21.89,C,102.0,2023-09
2024-01-31 00:00:00,sound,98.44,dB,110.0,2024-01
2023-10-08 00:00:00,temperature,39.3,C,109.0,2023-10
2024-01-16 00:00:00,humidity,79.4,%,109.0,2024-01
2023-12-10 00:00:00,temperature,20.67,C,108.0,2023-12
2023-08-24 00:00:00,motion,1.0,count,104.0,2023-08
2023-09-24 00:00:00,humidity,71.08,%,107.0,2023-09
2023-12-15 00:00:00,pressure,1018.13,hPa,107.0,2023-12
2023-09-07 00:00:00,voc,451.45,ppb,106.0,2023-09
2024-01-09 00:00:00,co2,497.97,ppm,106.0,2024-01
2024-01-27 00:00:00,sound,55.04,dB,103.0,2024-01
2023-11-26 00:00:00,co2,304.62,ppm,104.0,2023-11
2024-01-17 00:00:00,humidity,41.15,%,108.0,2024-01
2023-11-30 00:00:00,sound,91.65,dB,106.0,2023-11
2023-10-23 00:00:00,motion,20.0,count,102.0,2023-10
2023-08-01 00:00:00,temperature,27.79,C,102.0,2023-08
2023-10-20 00:00:00,pressure,996.57,hPa,101.0,2023-10
2023-11-13 00:00:00,pressure,958.2,hPa,101.0,2023-11
2023-09-01 00:00:00,co2,752.03,ppm,103.0,2023-09
2023-09-04 00:00:00,light,51.13,lux,102.0,2023-09
2023-09-26 00:00:00,co2,486.56,ppm,108.0,2023-09
2023-09-12 00:00:00,motion,31.0,count,106.0,2023-09
2023-10-25 00:00:00,temperature,16.76,C,107.0,2023-10
2023-09-29 00:00:00,pressure,1018.69,hPa,106.0,2023-09
2023-12-23 00:00:00,pressure,960.07,hPa,103.0,2023-12
2023-12-02 00:00:00,light,819.48,lux,107.0,2023-12
2023-10-04 00:00:00,co2,432.83,ppm,109.0,2023-10
2024-01-11 00:00:00,motion,28.0,count,107.0,2024-01
2023-12-17 00:00:00,voc,269.28,ppb,106.0,2023-12
2024-01-25 00:00:00,light,475.48,lux,110.0,2024-01
2023-08-27 00:00:00,voc,171.12,ppb,104.0,2023-08
2023-10-05 00:00:00,humidity,82.32,%,109.0,2023-10
2023-11-16 00:00:00,pressure,970.05,hPa,107.0,2023-11
2023-09-15 00:00:00,sound,35.42,dB,109.0,2023-09
2023-12-17 00:00:00,co2,406.18,ppm,104.0,2023-12
2023-12-20 00:00:00,motion,40.0,count,103.0,2023-12
2023-09-30 00:00:00,co2,775.89,ppm,107.0,2023-09
2023-08-13 00:00:00,pressure,1024.54,hPa,107.0,2023-08
2023-11-18 00:00:00,co2,316.9,ppm,107.0,2023-11
2023-09-12 00:00:00,sound,78.42,dB,108.0,2023-09
2023-12-26 00:00:00,temperature,10.6,C,108.0,2023-12
2023-09-04 00:00:00,humidity,34.42,%,109.0,2023-09
2023-10-09 00:00:00,temperature,38.48,C,102.0,2023-10
2023-09-28 00:00:00,humidity,76.59,%,105.0,2023-09
2023-12-08 00:00:00,pressure,1007.39,hPa,102.0,2023-12
2023-09-04 00:00:00,co2,558.86,ppm,109.0,2023-09
2023-08-27 00:00:00,light,256.62,lux,104.0,2023-08
2024-01-16 00:00:00,sound,49.11,dB,107.0,2024-01
2023-08-01 00:00:00,temperature,35.64,C,108.0,2023-08
2023-08-19 00:00:00,temperature,39.72,C,104.0,2023-08
2023-11-16 00:00:00,voc,338.76,ppb,103.0,2023-11
2023-12-06 00:00:00,sound,53.73,dB,105.0,2023-12
2023-08-21 00:00:00,pressure,985.04,hPa,106.0,2023-08
2024-01-24 00:00:00,humidity,88.54,%,105.0,2024-01
2023-11-30 00:00:00,temperature,28.7,C,108.0,2023-11
2023-12-28 00:00:00,voc,345.74,ppb,104.0,2023-12
2023-10-09 00:00:00,voc,219.8,ppb,101.0,2023-10
2023-09-07 00:00:00,temperature,17.95,C,106.0,2023-09
2023-11-12 00:00:00,motion,9.0,count,101.0,2023-11
2024-01-22 00:00:00,co2,515.26,ppm,106.0,2024-01
2023-09-12 00:00:00,humidity,40.02,%,107.0,2023-09
2024-01-10 00:00:00,voc,112.51,ppb,101.0,2024-01
2023-11-12 00:00:00,voc,493.32,ppb,103.0,2023-11
2023-08-31 00:00:00,temperature,16.67,C,102.0,2023-08
2023-08-31 00:00:00,voc,201.16,ppb,109.0,2023-08
2023-12-19 00:00:00,temperature,16.46,C,101.0,2023-12
2023-08-05 00:00:00,co2,734.42,ppm,110.0,2023-08
2023-11-29 00:00:00,co2,663.67,ppm,109.0,2023-11
2023-10-29 00:00:00,light,650.11,lux,105.0,2023-10
2024-01-14 00:00:00,sound,104.3,dB,110.0,2024-01
2024-01-28 00:00:00,voc,276.74,ppb,101.0,2024-01
2024-01-28 00:00:00,temperature,37.27,C,106.0,2024-01
2024-01-25 00:00:00,humidity,30.08,%,102.0,2024-01
2023-10-29 00:00:00,co2,560.53,ppm,105.0,2023-10
2023-09-12 00:00:00,voc,483.86,ppb,105.0,2023-09
2023-11-30 00:00:00,humidity,38.86,%,102.0,2023-11
2023-12-23 00:00:00,voc,141.36,ppb,103.0,2023-12
2023-10-27 00:00:00,motion,22.0,count,105.0,2023-10
2023-09-09 00:00:00,voc,384.52,ppb,103.0,2023-09
2023-12-15 00:00:00,light,988.38,lux,101.0,2023-12
2023-08-21 00:00:00,light,93.32,lux,103.0,2023-08
2023-10-24 00:00:00,pressure,977.31,hPa,110.0,2023-10
2024-01-01 00:00:00,sound,38.06,dB,108.0,2024-01
2023-09-01 00:00:00,light,8.95,lux,104.0,2023-09
2023-10-23 00:00:00,motion,6.0,count,102.0,2023-10
2023-11-08 00:00:00,pressure,994.73,hPa,109.0,2023-11
2023-08-06 00:00:00,voc,128.72,ppb,102.0,2023-08
2023-11-06 00:00:00,light,462.02,lux,108.0,2023-11
2023-08-26 00:00:00,sound,104.8,dB,106.0,2023-08
2023-12-10 00:00:00,light,649.09,lux,109.0,2023-12
2023-12-10 00:00:00,light,404.43,lux,106.0,2023-12
2023-09-12 00:00:00,voc,295.17,ppb,108.0,2023-09
2023-12-02 00:00:00,voc,254.32,ppb,101.0,2023-12
2023-09-27 00:00:00,temperature,29.49,C,108.0,2023-09
2023-12-07 00:00:00,sound,97.04,dB,103.0,2023-12
2023-08-07 00:00:00,light,545.33,lux,102.0,2023-08
2023-08-17 00:00:00,temperature,39.29,C,105.0,2023-08
2023-12-12 00:00:00,sound,65.18,dB,102.0,2023-12
2023-11-07 00:00:00,humidity,75.66,%,108.0,2023-11
2024-01-22 00:00:00,humidity,80.68,%,108.0,2024-01
2023-11-10 00:00:00,humidity,52.6,%,105.0,2023-11
2024-01-27 00:00:00,motion,23.0,count,104.0,2024-01
2023-11-01 00:00:00,co2,760.23,ppm,104.0,2023-11
2023-09-20 00:00:00,light,278.32,lux,108.0,2023-09
2024-01-26 00:00:00,co2,797.45,ppm,110.0,2024-01
2023-12-31 00:00:00,temperature,19.2,C,102.0,2023-12
2023-08-07 00:00:00,light,449.54,lux,108.0,2023-08
2024-01-10 00:00:00,voc,389.26,ppb,103.0,2024-01
2023-12-02 00:00:00,temperature,11.1,C,106.0,2023-12
2023-11-27 00:00:00,sound,80.08,dB,101.0,2023-11
2023-11-30 00:00:00,co2,300.91,ppm,102.0,2023-11
2023-12-07 00:00:00,sound,116.09,dB,109.0,2023-12
2023-10-14 00:00:00,humidity,35.72,%,110.0,2023-10
2023-11-18 00:00:00,voc,453.92,ppb,105.0,2023-11
2023-11-20 00:00:00,humidity,57.07,%,103.0,2023-11
2023-08-25 00:00:00,motion,11.0,count,103.0,2023-08
2023-08-08 00:00:00,temperature,37.09,C,103.0,2023-08
2023-12-08 00:00:00,motion,21.0,count,104.0,2023-12
2023-09-23 00:00:00,voc,218.16,ppb,110.0,2023-09
2023-09-02 00:00:00,humidity,44.73,%,103.0,2023-09
2023-10-28 00:00:00,sound,32.11,dB,101.0,2023-10
2023-09-24 00:00:00,voc,387.85,ppb,110.0,2023-09
2023-09-12 00:00:00,temperature,26.91,C,106.0,2023-09
2023-09-15 00:00:00,humidity,49.31,%,103.0,2023-09
2023-09-06 00:00:00,voc,365.34,ppb,107.0,2023-09
2023-08-07 00:00:00,humidity,75.15,%,106.0,2023-08
2024-01-25 00:00:00,co2,338.74,ppm,108.0,2024-01
2023-12-04 00:00:00,temperature,28.42,C,109.0,2023-12
2023-12-30 00:00:00,temperature,21.15,C,101.0,2023-12
2023-12-20 00:00:00,pressure,955.0,hPa,107.0,2023-12
2023-10-22 00:00:00,voc,309.45,ppb,106.0,2023-10
2023-09-30 00:00:00,pressure,1003.23,hPa,109.0,2023-09
2023-12-18 00:00:00,sound,93.76,dB,107.0,2023-12
2023-10-11 00:00:00,voc,335.69,ppb,104.0,2023-10
2023-08-31 00:00:00,light,58.06,lux,103.0,2023-08
2023-08-08 00:00:00,motion,48.0,count,107.0,2023-08
2023-12-08 00:00:00,sound,35.84,dB,102.0,2023-12
2023-08-23 00:00:00,voc,140.37,ppb,104.0,2023-08
2023-09-16 00:00:00,motion,37.0,count,104.0,2023-09
2023-08-02 00:00:00,light,954.06,lux,107.0,2023-08
2023-08-24 00:00:00,motion,18.0,count,108.0,2023-08
2024-01-18 00:00:00,temperature,31.51,C,107.0,2024-01
2023-09-06 00:00:00,humidity,52.39,%,107.0,2023-09
2023-12-29 00:00:00,motion,29.0,count,101.0,2023-12
2023-10-26 00:00:00,voc,197.2,ppb,101.0,2023-10
2023-10-05 00:00:00,voc,207.39,ppb,101.0,2023-10
2024-01-18 00:00:00,voc,144.69,ppb,103.0,2024-01
2023-08-13 00:00:00,motion,13.0,count,108.0,2023-08
2023-11-30 00:00:00,temperature,16.85,C,106.0,2023-11
2023-09-14 00:00:00,motion,39.0,count,101.0,2023-09
2024-01-25 00:00:00,co2,334.27,ppm,104.0,2024-01
2023-11-16 00:00:00,pressure,962.0,hPa,107.0,2023-11
2023-12-16 00:00:00,light,538.97,lux,108.0,2023-12
2023-08-18 00:00:00,motion,44.0,count,102.0,2023-08
2023-12-21 00:00:00,voc,335.84,ppb,103.0,2023-12
2023-11-18 00:00:00,light,766.99,lux,102.0,2023-11
2023-09-24 00:00:00,temperature,19.25,C,102.0,2023-09
2023-09-09 00:00:00,motion,49.0,count,104.0,2023-09
2023-08-20 00:00:00,pressure,982.16,hPa,109.0,2023-08
2024-01-20 00:00:00,light,923.15,lux,102.0,2024-01
2023-11-29 00:00:00,voc,137.03,ppb,104.0,2023-11
2023-09-21 00:00:00,sound,60.71,dB,109.0,2023-09
2023-08-17 00:00:00,sound,62.92,dB,109.0,2023-08
2023-09-06 00:00:00,voc,321.7,ppb,106.0,2023-09
2023-08-27 00:00:00,light,670.04,lux,102.0,2023-08
2023-11-22 00:00:00,motion,13.0,count,104.0,2023-11
2024-01-16 00:00:00,light,968.34,lux,104.0,2024-01
2023-11-06 00:00:00,humidity,53.74,%,102.0,2023-11
2023-10-02 00:00:00,co2,468.77,ppm,106.0,2023-10
2023-11-13 00:00:00,sound,94.52,dB,102.0,2023-11
2024-01-03 00:00:00,co2,673.59,ppm,104.0,2024-01
2023-10-31 00:00:00,light,604.35,lux,105.0,2023-10
2024-01-21 00:00:00,humidity,51.09,%,103.0,2024-01
2023-10-19 00:00:00,sound,109.25,dB,108.0,2023-10
2023-10-06 00:00:00,pressure,1040.01,hPa,103.0,2023-10
2023-12-23 00:00:00,voc,350.41,ppb,104.0,2023-12
2023-10-30 00:00:00,temperature,22.72,C,103.0,2023-10
2023-09-30 00:00:00,pressure,977.67,hPa,110.0,2023-09
2023-09-10 00:00:00,co2,671.83,ppm,109.0,2023-09
2023-10-01 00:00:00,motion,50.0,count,110.0,2023-10
2023-10-07 00:00:00,motion,27.0,count,105.0,2023-10
2023-12-08 00:00:00,sound,36.63,dB,102.0,2023-12
2023-11-03 00:00:00,co2,799.26,ppm,106.0,2023-11
2024-02-01 00:00:00,humidity,62.82,%,101.0,2024-02
2023-09-29 00:00:00,temperature,25.55,C,104.0,2023-09
2024-01-31 00:00:00,humidity,87.86,%,108.0,2024-01
2023-10-18 00:00:00,sound,119.18,dB,102.0,2023-10
2023-12-15 00:00:00,light,85.74,lux,108.0,2023-12
2023-09-20 00:00:00,voc,145.07,ppb,109.0,2023-09
2023-09-28 00:00:00,light,692.69,lux,105.0,2023-09
2023-08-19 00:00:00,co2,557.46,ppm,105.0,2023-08
2023-11-24 00:00:00,motion,0.0,count,104.0,2023-11
2023-09-19 00:00:00,light,345.11,lux,103.0,2023-09
2023-11-02 00:00:00,light,252.45,lux,104.0,2023-11
2023-09-09 00:00:00,light,911.74,lux,102.0,2023-09
2023-08-18 00:00:00,light,690.27,lux,102.0,2023-08
2023-10-01 00:00:00,humidity,69.68,%,110.0,2023-10
2023-12-04 00:00:00,motion,42.0,count,107.0,2023-12
2023-09-01 00:00:00,pressure,1033.57,hPa,110.0,2023-09
2023-10-04 00:00:00,voc,131.34,ppb,101.0,2023-10
2023-12-05 00:00:00,sound,110.07,dB,104.0,2023-12
2023-10-26 00:00:00,co2,668.21,ppm,107.0,2023-10
2023-10-21 00:00:00,humidity,41.71,%,106.0,2023-10
2023-08-28 00:00:00,co2,314.96,ppm,107.0,2023-08
